Date,Sales,Region,Product_Category,Customer_Segment,Sales_Rep,Channel
2023-01-10,807.2445758298833,West,Electronics,Standard,Rep_03,Retail
2023-01-10,941.7853384681971,West,Electronics,Budget,Rep_04,Partner
2023-01-10,1027.4021874198513,East,Clothing,Standard,Rep_05,Partner
2023-01-10,869.3403124321819,North,Sports,Standard,Rep_07,Online
2023-01-10,1883.5706769363942,North,Home & Garden,Standard,Rep_02,Partner
2023-01-11,1969.230030719942,East,Electronics,Budget,Rep_15,Online
2023-01-11,703.2964395428364,North,Electronics,Standard,Rep_10,Retail
2023-01-11,757.3961656615162,South,Electronics,Standard,Rep_01,Online
2023-01-11,984.615015359971,North,Electronics,Standard,Rep_05,Retail
2023-01-11,1969.230030719942,West,Sports,Standard,Rep_15,Retail
2023-01-11,1230.7687691999638,North,Electronics,Standard,Rep_20,Online
2023-01-11,1969.230030719942,North,Clothing,Budget,Rep_05,Online
2023-01-11,1406.5928790856728,North,Electronics,Budget,Rep_11,Online
2023-01-11,757.3961656615162,East,Sports,Standard,Rep_15,Retail
2023-01-12,989.6222485475716,North,Electronics,Standard,Rep_16,Partner
2023-01-12,899.6565895887015,North,Electronics,Standard,Rep_06,Partner
2023-01-12,989.6222485475716,North,Home & Garden,Budget,Rep_11,Retail
2023-01-12,1649.3704142459528,North,Sports,Budget,Rep_17,Online
2023-01-12,824.6852071229764,East,Books,Standard,Rep_16,Retail
2023-01-12,1099.5802761639686,East,Clothing,Premium,Rep_06,Online
2023-01-12,1979.2444970951433,South,Sports,Budget,Rep_13,Online
2023-01-12,1237.0278106844646,East,Sports,Budget,Rep_19,Retail
2023-01-12,1649.3704142459528,West,Clothing,Budget,Rep_01,Online
2023-01-12,989.6222485475716,East,Clothing,Standard,Rep_07,Retail
2023-01-12,1413.7460693536739,South,Clothing,Premium,Rep_17,Online
2023-01-13,786.5095442345483,East,Electronics,Standard,Rep_02,Online
2023-01-13,1573.0190884690967,South,Books,Budget,Rep_12,Online
2023-01-13,1223.4592910315196,North,Clothing,Standard,Rep_06,Retail
2023-01-13,1223.4592910315196,North,Electronics,Standard,Rep_15,Online
2023-01-13,1573.0190884690967,North,Books,Standard,Rep_02,Online
2023-01-13,1376.3917024104596,North,Electronics,Standard,Rep_15,Retail
2023-01-13,917.5944682736398,South,Home & Garden,Standard,Rep_17,Partner
2023-01-13,786.5095442345483,North,Electronics,Standard,Rep_10,Retail
2023-01-13,1001.012147207607,North,Sports,Premium,Rep_04,Online
2023-01-13,1101.1133619283678,West,Home & Garden,Premium,Rep_10,Online
2023-01-14,783.1460610381964,West,Sports,Premium,Rep_09,Retail
2023-01-14,652.6217175318303,South,Sports,Budget,Rep_16,Retail
2023-01-14,870.1622900424404,South,Home & Garden,Budget,Rep_07,Retail
2023-01-14,1305.2434350636606,East,Electronics,Standard,Rep_05,Online
2023-01-14,1118.7800871974234,West,Clothing,Standard,Rep_16,Online
2023-01-14,1118.7800871974234,East,Clothing,Premium,Rep_14,Retail
2023-01-14,602.4200469524587,South,Books,Premium,Rep_18,Online
2023-01-14,783.1460610381964,South,Home & Garden,Premium,Rep_14,Online
2023-01-14,559.3900435987117,South,Books,Budget,Rep_04,Online
2023-01-14,1566.2921220763928,East,Clothing,Standard,Rep_06,Online
2023-01-14,978.9325762977455,South,Sports,Standard,Rep_12,Online
2023-01-15,680.5831428026553,West,Home & Garden,Standard,Rep_03,Online
2023-01-15,1361.1662856053106,West,Home & Garden,Standard,Rep_02,Online
2023-01-15,1020.8747142039829,North,Home & Garden,Budget,Rep_13,Retail
2023-01-15,628.2305933562972,North,Clothing,Standard,Rep_16,Online
2023-01-15,680.5831428026553,East,Books,Premium,Rep_19,Online
2023-01-15,907.4441904035403,East,Sports,Premium,Rep_20,Retail
2023-01-15,1361.1662856053106,East,Sports,Standard,Rep_12,Retail
2023-01-15,1361.1662856053106,North,Electronics,Premium,Rep_13,Online
2023-01-15,907.4441904035403,South,Electronics,Standard,Rep_03,Online
2023-01-16,711.6946058498615,East,Clothing,Budget,Rep_11,Retail
2023-01-16,1107.0804979886734,South,Clothing,Standard,Rep_06,Retail
2023-01-16,1423.389211699723,East,Clothing,Standard,Rep_03,Retail
2023-01-16,1245.4655602372577,West,Clothing,Premium,Rep_02,Online
2023-01-16,1245.4655602372577,East,Books,Standard,Rep_01,Partner
2023-01-16,1992.7448963796123,East,Sports,Premium,Rep_03,Partner
2023-01-16,996.3724481898062,North,Clothing,Premium,Rep_02,Retail
2023-01-16,1245.4655602372577,North,Sports,Premium,Rep_13,Partner
2023-01-16,1245.4655602372577,South,Electronics,Standard,Rep_11,Retail
2023-01-16,905.7931347180056,North,Electronics,Budget,Rep_10,Online
2023-01-16,1660.6207469830103,North,Home & Garden,Budget,Rep_19,Online
2023-01-17,718.4971852722337,East,Electronics,Premium,Rep_16,Online
2023-01-17,1167.5579260673796,East,Electronics,Premium,Rep_20,Online
2023-01-17,1167.5579260673796,South,Clothing,Premium,Rep_20,Online
2023-01-17,1334.3519155055767,South,Clothing,Budget,Rep_05,Online
2023-01-17,1037.8292676154485,North,Clothing,Standard,Rep_06,Online
2023-01-17,667.1759577527883,East,Electronics,Standard,Rep_13,Online
2023-01-17,1556.743901423173,East,Electronics,Premium,Rep_04,Online
2023-01-17,1868.0926817078075,South,Clothing,Budget,Rep_04,Partner
2023-01-17,1556.743901423173,South,Clothing,Standard,Rep_06,Online
2023-01-18,2276.6787280000985,West,Sports,Standard,Rep_01,Retail
2023-01-18,2276.6787280000985,West,Electronics,Budget,Rep_11,Online
2023-01-18,948.6161366667078,West,Home & Garden,Standard,Rep_13,Online
2023-01-18,2276.6787280000985,South,Electronics,Premium,Rep_11,Retail
2023-01-18,1626.1990914286419,North,Electronics,Budget,Rep_08,Online
2023-01-18,1422.9242050000616,South,Sports,Standard,Rep_19,Online
2023-01-18,1264.8215155556104,South,Sports,Premium,Rep_10,Online
2023-01-18,2276.6787280000985,North,Sports,Standard,Rep_02,Retail
2023-01-18,1626.1990914286419,North,Home & Garden,Budget,Rep_09,Partner
2023-01-18,1034.853967272772,North,Books,Budget,Rep_12,Online
2023-01-18,1897.2322733334156,East,Home & Garden,Standard,Rep_02,Online
2023-01-18,2276.6787280000985,West,Electronics,Standard,Rep_14,Online
2023-01-18,875.6456646154226,North,Electronics,Budget,Rep_12,Online
2023-01-18,2276.6787280000985,East,Electronics,Budget,Rep_07,Retail
2023-01-19,1600.3404381967005,East,Electronics,Budget,Rep_14,Retail
2023-01-19,872.9129662891094,North,Electronics,Standard,Rep_11,Online
2023-01-19,1600.3404381967005,North,Home & Garden,Premium,Rep_18,Online
2023-01-19,1371.7203755971718,North,Clothing,Standard,Rep_05,Retail
2023-01-19,800.1702190983502,East,Electronics,Premium,Rep_07,Retail
2023-01-19,738.6186637830925,East,Electronics,Standard,Rep_16,Retail
2023-01-19,1066.893625464467,West,Electronics,Premium,Rep_10,Retail
2023-01-19,738.6186637830925,East,Home & Garden,Standard,Rep_02,Online
2023-01-19,738.6186637830925,East,Electronics,Budget,Rep_12,Retail
2023-01-19,738.6186637830925,West,Clothing,Standard,Rep_19,Retail
2023-01-19,960.2042629180203,West,Books,Standard,Rep_04,Retail
2023-01-19,800.1702190983502,North,Electronics,Standard,Rep_08,Online
2023-01-19,685.8601877985859,East,Clothing,Budget,Rep_20,Online
2023-01-20,1112.176028449338,South,Home & Garden,Premium,Rep_20,Retail
2023-01-20,741.450685632892,East,Sports,Standard,Rep_19,Online
2023-01-20,1271.0583182278149,North,Clothing,Budget,Rep_06,Online
2023-01-20,1112.176028449338,South,Clothing,Premium,Rep_17,Online
2023-01-20,1482.901371265784,South,Electronics,Budget,Rep_15,Partner
2023-01-20,889.7408227594703,East,Clothing,Standard,Rep_16,Online
2023-01-20,889.7408227594703,West,Home & Garden,Standard,Rep_16,Online
2023-01-20,1112.176028449338,South,Clothing,Premium,Rep_17,Retail
2023-01-20,889.7408227594703,North,Clothing,Standard,Rep_19,Online
2023-01-20,635.5291591139074,West,Sports,Premium,Rep_17,Online
2023-01-20,988.6009141771893,East,Home & Garden,Premium,Rep_07,Online
2023-01-21,1105.4863643927179,East,Sports,Premium,Rep_12,Online
2023-01-21,1658.2295465890768,East,Books,Premium,Rep_12,Online
2023-01-21,1326.5836372712615,North,Electronics,Budget,Rep_10,Online
2023-01-21,1326.5836372712615,South,Sports,Standard,Rep_09,Online
2023-01-21,1105.4863643927179,North,Home & Garden,Standard,Rep_04,Online
2023-01-22,1077.9898162374652,West,Electronics,Standard,Rep_20,Online
2023-01-22,979.9907420340594,South,Sports,Budget,Rep_14,Retail
2023-01-22,769.9927258839037,West,Electronics,Standard,Rep_05,Retail
2023-01-22,1539.9854517678075,South,Books,Budget,Rep_09,Online
2023-01-22,1197.7664624860727,North,Electronics,Budget,Rep_01,Retail
2023-01-22,1796.6496937291088,South,Clothing,Budget,Rep_17,Retail
2023-01-22,1077.9898162374652,North,Sports,Standard,Rep_05,Partner
2023-01-22,829.222935567281,East,Clothing,Standard,Rep_07,Retail
2023-01-22,898.3248468645544,East,Electronics,Standard,Rep_03,Online
2023-01-22,2155.9796324749304,North,Electronics,Premium,Rep_04,Retail
2023-01-22,1077.9898162374652,North,Electronics,Standard,Rep_20,Partner
2023-01-23,939.2283256922204,West,Sports,Premium,Rep_03,Partner
2023-01-23,2254.147981661329,South,Sports,Standard,Rep_18,Online
2023-01-23,1252.304434256294,West,Electronics,Standard,Rep_09,Retail
2023-01-23,1252.304434256294,South,Home & Garden,Premium,Rep_14,Retail
2023-01-23,805.0528505933318,South,Home & Garden,Premium,Rep_16,Partner
2023-01-23,1610.1057011866635,West,Electronics,Standard,Rep_01,Online
2023-01-23,939.2283256922204,West,Home & Garden,Premium,Rep_04,Retail
2023-01-23,1127.0739908306646,West,Electronics,Standard,Rep_16,Partner
2023-01-23,1024.6127189369677,North,Home & Garden,Standard,Rep_06,Partner
2023-01-23,1024.6127189369677,North,Home & Garden,Premium,Rep_04,Retail
2023-01-23,1878.4566513844409,North,Clothing,Budget,Rep_09,Retail
2023-01-23,1878.4566513844409,North,Sports,Budget,Rep_02,Retail
2023-01-23,866.979992946665,South,Clothing,Budget,Rep_16,Retail
2023-01-24,648.7772598600552,North,Electronics,Premium,Rep_09,Retail
2023-01-24,1513.813606340129,East,Home & Garden,Standard,Rep_17,Retail
2023-01-24,1297.5545197201104,North,Home & Garden,Premium,Rep_03,Retail
2023-01-24,825.7165125491612,North,Home & Garden,Budget,Rep_03,Retail
2023-01-24,698.6832029262133,North,Clothing,Premium,Rep_14,Retail
2023-01-24,1135.3602047550967,West,Sports,Budget,Rep_13,Partner
2023-01-24,1297.5545197201104,West,Home & Garden,Standard,Rep_02,Online
2023-01-24,908.2881638040774,North,Clothing,Premium,Rep_19,Partner
2023-01-24,1135.3602047550967,North,Clothing,Premium,Rep_06,Online
2023-01-24,698.6832029262133,North,Books,Budget,Rep_09,Retail
2023-01-24,825.7165125491612,East,Home & Garden,Standard,Rep_19,Partner
2023-01-24,756.9068031700644,East,Clothing,Premium,Rep_09,Online
2023-01-25,1306.70541318596,South,Home & Garden,Standard,Rep_14,Retail
2023-01-25,1306.70541318596,North,Sports,Budget,Rep_14,Online
2023-01-25,871.1369421239733,North,Electronics,Premium,Rep_17,Online
2023-01-25,1493.3776150696685,North,Sports,Standard,Rep_05,Online
2023-01-25,1161.5159228319644,East,Electronics,Premium,Rep_09,Retail
2023-01-25,2090.728661097536,North,Books,Premium,Rep_15,Online
2023-01-25,1045.364330548768,South,Sports,Standard,Rep_20,Online
2023-01-25,871.1369421239733,West,Clothing,Budget,Rep_19,Online
2023-01-25,950.3312095897891,North,Electronics,Budget,Rep_03,Retail
2023-01-25,1742.2738842479466,North,Clothing,Budget,Rep_08,Retail
2023-01-25,1045.364330548768,West,Electronics,Premium,Rep_06,Online
2023-01-25,871.1369421239733,North,Clothing,Standard,Rep_13,Online
2023-01-26,1640.922549012383,South,Clothing,Standard,Rep_06,Partner
2023-01-26,2297.291568617336,North,Electronics,Premium,Rep_07,Retail
2023-01-26,2297.291568617336,North,Clothing,Premium,Rep_09,Online
2023-01-26,1276.2730936762978,North,Sports,Standard,Rep_07,Retail
2023-01-26,1044.2234402806073,South,Home & Garden,Budget,Rep_13,Partner
2023-01-26,2297.291568617336,South,Home & Garden,Budget,Rep_13,Retail
2023-01-26,2297.291568617336,West,Books,Budget,Rep_08,Partner
2023-01-26,1044.2234402806073,East,Sports,Premium,Rep_20,Retail
2023-01-26,1914.4096405144467,East,Sports,Standard,Rep_05,Online
2023-01-26,957.2048202572233,East,Electronics,Premium,Rep_15,Retail
2023-01-26,1914.4096405144467,East,Home & Garden,Standard,Rep_11,Retail
2023-01-26,1914.4096405144467,North,Electronics,Premium,Rep_03,Retail
2023-01-27,1607.178214705028,South,Sports,Budget,Rep_02,Online
2023-01-27,1377.581326890024,South,Electronics,Standard,Rep_05,Online
2023-01-27,1928.6138576460337,North,Clothing,Budget,Rep_06,Retail
2023-01-27,964.3069288230168,West,Clothing,Premium,Rep_09,Online
2023-01-27,688.790663445012,East,Electronics,Standard,Rep_03,Partner
2023-01-27,741.7745606330899,South,Clothing,Standard,Rep_04,Online
2023-01-27,803.589107352514,South,Electronics,Standard,Rep_04,Online
2023-01-27,1928.6138576460337,South,Electronics,Premium,Rep_18,Retail
2023-01-27,1928.6138576460337,North,Sports,Standard,Rep_16,Online
2023-01-28,2396.441531095893,North,Electronics,Budget,Rep_03,Partner
2023-01-28,1497.7759569349332,North,Electronics,Budget,Rep_10,Online
2023-01-28,1198.2207655479465,East,Clothing,Standard,Rep_05,Retail
2023-01-28,1331.3564061643851,West,Clothing,Budget,Rep_04,Partner
2023-01-28,921.7082811907281,West,Electronics,Budget,Rep_20,Online
2023-01-28,1198.2207655479465,South,Electronics,Standard,Rep_02,Online
2023-01-28,1331.3564061643851,West,Clothing,Standard,Rep_13,Online
2023-01-28,2396.441531095893,South,Home & Garden,Premium,Rep_11,Retail
2023-01-28,1711.7439507827808,North,Home & Garden,Budget,Rep_13,Retail
2023-01-28,1497.7759569349332,South,Books,Budget,Rep_08,Online
2023-01-29,754.7432218998192,South,Home & Garden,Premium,Rep_05,Online
2023-01-29,1320.8006383246836,West,Electronics,Standard,Rep_02,Retail
2023-01-29,1056.640510659747,North,Sports,Premium,Rep_17,Retail
2023-01-29,812.80039281519,West,Books,Premium,Rep_19,Retail
2023-01-29,1320.8006383246836,West,Home & Garden,Standard,Rep_06,Retail
2023-01-29,880.5337588831225,South,Home & Garden,Budget,Rep_19,Retail
2023-01-29,1509.4864437996384,West,Clothing,Standard,Rep_15,Retail
2023-01-29,1320.8006383246836,West,Clothing,Budget,Rep_08,Partner
2023-01-29,2113.281021319494,East,Electronics,Premium,Rep_06,Online
2023-01-29,1174.0450118441631,South,Home & Garden,Budget,Rep_16,Retail
2023-01-29,1056.640510659747,East,Home & Garden,Standard,Rep_10,Retail
2023-01-29,1174.0450118441631,South,Sports,Standard,Rep_15,Partner
2023-01-30,923.176079204331,West,Electronics,Premium,Rep_03,Retail
2023-01-30,852.1625346501517,East,Electronics,Premium,Rep_08,Retail
2023-01-30,852.1625346501517,East,Sports,Standard,Rep_08,Online
2023-01-30,1846.352158408662,North,Clothing,Standard,Rep_06,Online
2023-01-30,923.176079204331,North,Sports,Budget,Rep_02,Online
2023-01-30,1582.5875643502818,South,Electronics,Premium,Rep_02,Retail
2023-01-31,1776.8264188262926,North,Clothing,Standard,Rep_02,Online
2023-01-31,888.4132094131463,North,Electronics,Standard,Rep_07,Online
2023-01-31,2132.191702591551,South,Electronics,Premium,Rep_19,Online
2023-01-31,820.0737317659812,East,Electronics,Standard,Rep_10,Retail
2023-01-31,888.4132094131463,East,Home & Garden,Standard,Rep_18,Retail
2023-01-31,1332.6198141197194,South,Electronics,Standard,Rep_04,Online
2023-01-31,969.1780466325232,East,Clothing,Premium,Rep_02,Online
2023-01-31,1776.8264188262926,East,Electronics,Standard,Rep_17,Retail
2023-01-31,761.4970366398396,East,Home & Garden,Budget,Rep_18,Online
2023-01-31,1066.0958512957754,North,Home & Garden,Standard,Rep_11,Retail
2023-02-01,1106.873970397618,West,Clothing,Budget,Rep_15,Partner
2023-02-01,2055.6230878812903,West,Clothing,Budget,Rep_05,Online
2023-02-01,1308.1237831971848,South,Clothing,Standard,Rep_10,Online
2023-02-01,1598.8179572410036,East,Home & Garden,Budget,Rep_12,Online
2023-02-01,1798.6702018961291,East,Electronics,Premium,Rep_19,Retail
2023-02-01,1598.8179572410036,North,Clothing,Budget,Rep_09,Online
2023-02-01,2398.2269358615054,East,Sports,Premium,Rep_07,Retail
2023-02-02,1293.0746908740514,West,Sports,Premium,Rep_09,Partner
2023-02-02,1163.7672217866461,West,Electronics,Standard,Rep_13,Online
2023-02-02,895.2055552204971,North,Home & Garden,Standard,Rep_06,Retail
2023-02-02,1293.0746908740514,East,Clothing,Standard,Rep_11,Online
2023-02-02,895.2055552204971,West,Sports,Standard,Rep_15,Retail
2023-02-02,1293.0746908740514,West,Sports,Standard,Rep_14,Online
2023-02-03,1445.4085828693082,South,Clothing,Standard,Rep_11,Partner
2023-02-03,722.7042914346541,South,Home & Garden,Standard,Rep_16,Retail
2023-02-03,843.1550066737632,North,Sports,Standard,Rep_10,Retail
2023-02-03,778.2969292373199,North,Electronics,Premium,Rep_01,Retail
2023-02-03,919.8054618259234,South,Clothing,Premium,Rep_11,Retail
2023-02-03,919.8054618259234,West,Home & Garden,Standard,Rep_08,Retail
2023-02-03,778.2969292373199,North,Electronics,Premium,Rep_08,Online
2023-02-03,778.2969292373199,West,Home & Garden,Standard,Rep_12,Online
2023-02-03,722.7042914346541,West,Electronics,Standard,Rep_20,Retail
2023-02-03,1011.7860080085159,South,Electronics,Premium,Rep_10,Partner
2023-02-03,778.2969292373199,East,Home & Garden,Premium,Rep_08,Retail
2023-02-03,2023.5720160170317,South,Books,Standard,Rep_15,Online
2023-02-03,1686.3100133475264,East,Books,Standard,Rep_09,Online
2023-02-04,2596.8547985178297,West,Clothing,Premium,Rep_14,Online
2023-02-04,1298.4273992589149,West,Sports,Standard,Rep_14,Online
2023-02-04,1854.8962846555928,North,Clothing,Premium,Rep_11,Retail
2023-02-04,2596.8547985178297,West,Sports,Budget,Rep_12,Partner
2023-02-04,1623.0342490736437,West,Books,Standard,Rep_12,Online
2023-02-04,998.7903071222422,West,Electronics,Premium,Rep_18,Partner
2023-02-04,1623.0342490736437,West,Home & Garden,Standard,Rep_17,Partner
2023-02-04,1442.6971102876832,West,Books,Standard,Rep_10,Online
2023-02-04,1623.0342490736437,North,Home & Garden,Standard,Rep_20,Retail
2023-02-04,1298.4273992589149,West,Home & Garden,Budget,Rep_04,Online
2023-02-05,1107.1922449861913,North,Clothing,Budget,Rep_08,Retail
2023-02-05,996.4730204875723,South,Electronics,Standard,Rep_13,Online
2023-02-05,1245.5912756094654,North,Clothing,Budget,Rep_19,Online
2023-02-05,766.5177080673633,East,Clothing,Standard,Rep_03,Online
2023-02-05,905.8845640796112,East,Clothing,Budget,Rep_20,Online
2023-02-05,1107.1922449861913,South,Home & Garden,Premium,Rep_13,Partner
2023-02-05,905.8845640796112,South,Electronics,Premium,Rep_01,Online
2023-02-05,1660.7883674792872,East,Electronics,Standard,Rep_11,Retail
2023-02-05,1107.1922449861913,South,Sports,Standard,Rep_07,Partner
2023-02-05,905.8845640796112,West,Clothing,Budget,Rep_10,Partner
2023-02-05,1660.7883674792872,North,Home & Garden,Premium,Rep_19,Retail
2023-02-05,766.5177080673633,South,Electronics,Budget,Rep_01,Online
2023-02-05,830.3941837396436,West,Electronics,Standard,Rep_10,Retail
2023-02-05,1660.7883674792872,West,Clothing,Standard,Rep_13,Online
2023-02-06,934.9481807580644,North,Clothing,Standard,Rep_05,Retail
2023-02-06,1012.8605291545697,North,Clothing,Standard,Rep_03,Partner
2023-02-06,1215.4326349854837,East,Books,Premium,Rep_04,Retail
2023-02-06,1350.4807055394263,East,Home & Garden,Budget,Rep_05,Retail
2023-02-06,1736.3323356935482,North,Clothing,Budget,Rep_04,Partner
2023-02-06,1012.8605291545697,East,Clothing,Premium,Rep_16,Online
2023-02-06,868.1661678467741,East,Electronics,Budget,Rep_09,Online
2023-02-06,868.1661678467741,South,Clothing,Budget,Rep_15,Retail
2023-02-06,1350.4807055394263,East,Sports,Standard,Rep_19,Online
2023-02-07,745.5037281730271,North,Electronics,Premium,Rep_06,Partner
2023-02-07,813.276794370575,North,Sports,Standard,Rep_02,Retail
2023-02-07,688.1572875443327,South,Clothing,Budget,Rep_03,Online
2023-02-07,1789.208947615265,East,Home & Garden,Budget,Rep_01,Online
2023-02-07,639.0031955768803,North,Sports,Standard,Rep_18,Online
2023-02-07,1118.2555922595407,North,Sports,Standard,Rep_02,Online
2023-02-07,1118.2555922595407,East,Clothing,Standard,Rep_01,Partner
2023-02-07,1278.0063911537607,South,Clothing,Standard,Rep_08,Online
2023-02-07,1278.0063911537607,West,Electronics,Budget,Rep_20,Retail
2023-02-07,813.276794370575,South,Sports,Standard,Rep_08,Online
2023-02-07,745.5037281730271,West,Sports,Budget,Rep_19,Online
2023-02-07,745.5037281730271,North,Clothing,Standard,Rep_11,Online
2023-02-07,1789.208947615265,West,Clothing,Budget,Rep_05,Online
2023-02-08,1656.2101876731383,South,Home & Garden,Standard,Rep_02,Online
2023-02-08,903.387375094439,West,Home & Garden,Standard,Rep_15,Online
2023-02-08,903.387375094439,South,Sports,Premium,Rep_18,Partner
2023-02-08,764.4047020029868,West,Electronics,Standard,Rep_17,Online
2023-02-08,709.8043661456306,North,Clothing,Standard,Rep_20,Online
2023-02-09,1115.2983103813438,North,Electronics,Standard,Rep_16,Retail
2023-02-09,1022.3567845162316,East,Books,Standard,Rep_07,Online
2023-02-09,1226.828141419478,North,Clothing,Standard,Rep_19,Retail
2023-02-09,2044.7135690324633,North,Electronics,Budget,Rep_15,Retail
2023-02-09,943.71395493806,East,Home & Garden,Standard,Rep_04,Online
2023-02-10,1640.4482267199423,West,Electronics,Premium,Rep_15,Online
2023-02-10,1874.7979733942198,West,Electronics,Standard,Rep_02,Online
2023-02-10,2624.717162751908,North,Home & Garden,Standard,Rep_04,Partner
2023-02-10,937.3989866971099,South,Sports,Premium,Rep_06,Partner
2023-02-10,2624.717162751908,South,Home & Garden,Standard,Rep_20,Retail
2023-02-10,1009.5066010584261,South,Electronics,Standard,Rep_09,Online
